EntityID	NER	RAG	UAL
https://refidao.com/urn:profile:DanielOlarte	Daniel Olarte	type: Person; Daniel Olarte; jobtitle: Founder; publicprofilechecked: checked; alumniof: Purum	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DanielSwid	Daniel Swid	type: Person; Daniel Swid; jobtitle: Founder; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Danielaalfs	Daniel aalfs	type: Person; Daniel aalfs; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Agriculture,Animals,Biodiversity,Energy,Food Forests,Forestry,Other,Water; alumniof: Gnomadicliving	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DanielleBellavitaGennety	Danielle Bellavita Gennety; I bridge things real and unreal, digital and physical, ancient and future.  I tell stories with lessons and learnings, I give what I've got then a little bit more and love to do better than what's been done before.	type: Person; Danielle Bellavita Gennety; I bridge things real and unreal, digital and physical, ancient and future.  I tell stories with lessons and learnings, I give what I've got then a little bit more and love to do better than what's been done before.; description: I bridge things real and unreal, digital and physical, ancient and future.  I tell stories with lessons and learnings, I give what I've got then a little bit more and love to do better than what's been done before.; jobtitle: Founder; publicprofilechecked: checked; alumniof: Diamante Bridge Collective The DBC; memberof: Event Organizers; ispartof: ReFi San Jos en la Criptocantina,1er Encuentro ReFi Costa Rica ,I Encuentro ReFi Costa Rica 2023,Pura Vida Hour: First two episodes; attendeeof: ReFi San Jos en la Criptocantina,CriptoCantina Temtica: Finanzas Regenerativas y ReFi San Jos,I Encuentro ReFi Costa Rica,Protopian Convergence Costa Rica 2024	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DarinaOnoprienko	Darina Onoprienko; Im an Entrepreneur and Product manager with a focus on Machine Learning, AI, and IoT products. I combine strong business expertise, entrepreneurial drive, and technical skills to set the shortest path to product-market fit. I enjoy working in multidisciplinary international teams on innovative, life-changing products. Since 2020 I'm fully committed to making coffee supply chains carbon-neutral, traceable, fair, and efficient. During those past years, I became a Q Grader and acquired vast and profound knowledge about coffee from production to distribution. Since the beginning of 2022, I reconnected with web3 space to look for tools for the decentralization of the coffee industry and facilitation of the transition to regenerative agriculture.	type: Person; Darina Onoprienko; Im an Entrepreneur and Product manager with a focus on Machine Learning, AI, and IoT products. I combine strong business expertise, entrepreneurial drive, and technical skills to set the shortest path to product-market fit. I enjoy working in multidisciplinary international teams on innovative, life-changing products. Since 2020 I'm fully committed to making coffee supply chains carbon-neutral, traceable, fair, and efficient. During those past years, I became a Q Grader and acquired vast and profound knowledge about coffee from production to distribution. Since the beginning of 2022, I reconnected with web3 space to look for tools for the decentralization of the coffee industry and facilitation of the transition to regenerative agriculture.; description: Im an Entrepreneur and Product manager with a focus on Machine Learning, AI, and IoT products. I combine strong business expertise, entrepreneurial drive, and technical skills to set the shortest path to product-market fit. I enjoy working in multidisciplinary international teams on innovative, life-changing products. Since 2020 I'm fully committed to making coffee supply chains carbon-neutral, traceable, fair, and efficient. During those past years, I became a Q Grader and acquired vast and profound knowledge about coffee from production to distribution. Since the beginning of 2022, I reconnected with web3 space to look for tools for the decentralization of the coffee industry and facilitation of the transition to regenerative agriculture.; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Agriculture,Biodiversity,Food Forests,Water,Ecosystem Regeneration,Regenerative Economics,Data Functionality & Storage; knowslanguage: English,German,Spanish,Others?; alumniof: Coffee Carbon Collective	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DarrenZal	Darren Zal; Background in computer science, community currencies, token engineering, databases, knowledge management.	type: Person; Darren Zal; Background in computer science, community currencies, token engineering, databases, knowledge management.; description: Background in computer science, community currencies, token engineering, databases, knowledge management.; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Climate Solutions,Regenerative Economics,Impact NFTs	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DarylEdwards	Daryl Edwards; Creator of the Founder's Circles program, serving hundreds of ReFi Founders. Veteran social entrepreneur and executive coach. Former General Manager at 200-FTE social enterprise in Peru.	type: Person; Daryl Edwards; Creator of the Founder's Circles program, serving hundreds of ReFi Founders. Veteran social entrepreneur and executive coach. Former General Manager at 200-FTE social enterprise in Peru.; description: Creator of the Founder's Circles program, serving hundreds of ReFi Founders. Veteran social entrepreneur and executive coach. Former General Manager at 200-FTE social enterprise in Peru.; jobtitle: Founder; publicprofilechecked: checked; knowslanguage: English; alumniof: ReFi DAO; memberof: ReFi Rabbit Hole	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DaveBurrells	Dave Burrells	type: Person; Dave Burrells; jobtitle: Founder; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DaveFortson	Dave Fortson; For the past 20 years, I have focused my work on making a 'better world.' \n\nLOA Labs is a laboratory for better world blockchain projects around the globe.	type: Person; Dave Fortson; For the past 20 years, I have focused my work on making a 'better world.' \n\nLOA Labs is a laboratory for better world blockchain projects around the globe.; description: For the past 20 years, I have focused my work on making a 'better world.' \n\nLOA Labs is a laboratory for better world blockchain projects around the globe.; publicprofilechecked: checked; alumniof: LOA Labs; attendeeof: ReFiSummit2023	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DaveMarvin	Dave Marvin	type: Person; Dave Marvin; jobtitle: Founder; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DaveedBenjamin	Daveed Benjamin	type: Person; Daveed Benjamin; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Other; alumniof: Bridgit DAO	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DaviLemosdeLemosdaSilva	Davi Lemos de Lemos da Silva	type: Person; Davi Lemos de Lemos da Silva; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Animals,Biodiversity,Forestry,Water; alumniof: Teko	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidContreras	David Contreras	type: Person; David Contreras; jobtitle: Founder; publicprofilechecked: checked; alumniof: Carbon Captors	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidDao	David Dao; GainForest is a decentralised fund using artificial intelligence to measure and reward sustainable nature stewardship.	type: Person; David Dao; GainForest is a decentralised fund using artificial intelligence to measure and reward sustainable nature stewardship.; description: GainForest is a decentralised fund using artificial intelligence to measure and reward sustainable nature stewardship.; jobtitle: Founder; publicprofilechecked: checked; knowsabout: MRV,Animals,Agriculture,Forestry,Biodiversity,Ocean; alumniof: GainForest	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidElbez	David Elbez	type: Person; David Elbez; jobtitle:  Contributor; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidFortson	David Fortson	type: Person; David Fortson; jobtitle: Founder; publicprofilechecked: checked; ispartof: BuildingCommunitiesinReFi	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidMachuche	David Machuche; Dedicated regen passionate about empowering local communities through creating self sustainable structures to thrive - Tanzania	type: Person; David Machuche; Dedicated regen passionate about empowering local communities through creating self sustainable structures to thrive - Tanzania; description: Dedicated regen passionate about empowering local communities through creating self sustainable structures to thrive - Tanzania; jobtitle: Founder; publicprofilechecked: checked; knowsabout: MRV,Agriculture,Energy,Biodiversity,DeFi,Regenerative Economics,Ecosystem Regeneration,Climate Solutions,Fundraising in ReFi,Carbon Markets; knowslanguage: English,Others?; alumniof: Chatafisha; attendeeof: RegeneratingourEarthTanzaniaLocalNode	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidMany	David Many; Cosmos for Humanity is the first NGO dedicated to the preservation of Earth's orbits. Our mission is to help Humanity to preserve its access to outer space as a Commons. We are currently working on the conceptualization of the Outer Space Footprint (OSF) in partnership with CNES, the French space agency.	type: Person; David Many; Cosmos for Humanity is the first NGO dedicated to the preservation of Earth's orbits. Our mission is to help Humanity to preserve its access to outer space as a Commons. We are currently working on the conceptualization of the Outer Space Footprint (OSF) in partnership with CNES, the French space agency.; description: Cosmos for Humanity is the first NGO dedicated to the preservation of Earth's orbits. Our mission is to help Humanity to preserve its access to outer space as a Commons. We are currently working on the conceptualization of the Outer Space Footprint (OSF) in partnership with CNES, the French space agency.; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Other; knowslanguage: English,French; alumniof: Cosmos for Humanity	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidP	David P.	type: Person; David P.; jobtitle: Founder; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DavidRodriguez	David Rodriguez; Investor/entrepreneur in web 3, climate, fintech, proptech. VC  @draftvc . Previously: COO  @side_realestate , COO  @livefyre , VC  @greycroftvc . Lesssgo! 	type: Person; David Rodriguez; Investor/entrepreneur in web 3, climate, fintech, proptech. VC  @draftvc . Previously: COO  @side_realestate , COO  @livefyre , VC  @greycroftvc . Lesssgo! ; description: Investor/entrepreneur in web 3, climate, fintech, proptech. VC  @draftvc . Previously: COO  @side_realestate , COO  @livefyre , VC  @greycroftvc . Lesssgo! ; jobtitle: Investor; publicprofilechecked: checked; ispartof: AThrivingOnChainCarbonCreditEcosystemDavidRodriguez	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DayGoncalves	Day Goncalves	type: Person; Day Goncalves; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DayanaSanchez	Dayana Sanchez	type: Person; Dayana Sanchez; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Biodiversity,Forestry,Other; alumniof: Solarpunk Generation	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DebbieFang	Debbie Fang	type: Person; Debbie Fang; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DeepaChaudharz	Deepa Chaudharz	type: Person; Deepa Chaudharz; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Other; alumniof: Impact DAO Media; creatorof: ImpactDAObookoutnow; ispartof: ImpactDAObookoutnow	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DelfyBarcellona	Delfy Barcellona	type: Person; Delfy Barcellona; jobtitle:  Contributor; publicprofilechecked: checked; attendeeof: ReFi Day	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DelportCdric	Delport Cdric	type: Person; Delport Cdric; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DerekDing	Derek Ding; We are a dApp to monetize and process Satellite data (Earth Observation) and also an onchain Oracle towards physical world. For example, You will be able to use satellite data to calculate carbon emission or even ask DLTEO to predict weather and use this information in your defi app or smart contracts! just ask DLTEO about anything about Earth!	type: Person; Derek Ding; We are a dApp to monetize and process Satellite data (Earth Observation) and also an onchain Oracle towards physical world. For example, You will be able to use satellite data to calculate carbon emission or even ask DLTEO to predict weather and use this information in your defi app or smart contracts! just ask DLTEO about anything about Earth!; description: We are a dApp to monetize and process Satellite data (Earth Observation) and also an onchain Oracle towards physical world. For example, You will be able to use satellite data to calculate carbon emission or even ask DLTEO to predict weather and use this information in your defi app or smart contracts! just ask DLTEO about anything about Earth!; jobtitle: Developer; publicprofilechecked: checked; memberof: The Lexicon - Ecological Benefits Activator	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Devang	Devang	type: Person; Devang; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Agriculture,Food Forests,Other; alumniof: The Great Himalayan Dream	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DevinLamoureux	Devin Lamoureux	type: Person; Devin Lamoureux; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Dexter	Dexter	type: Person; Dexter; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DexterBao	Dexter Bao	type: Person; Dexter Bao; jobtitle:  Inc."""; publicprofilechecked: checked; alumniof: Founder	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DiegoHoter	Diego Hoter	type: Person; Diego Hoter; jobtitle: Founder; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DiogoJorgedani	Diogo Jorgedani	type: Person; Diogo Jorgedani; jobtitle: Founder; publicprofilechecked: checked; alumniof: AgroforestDAO	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DjimoSerodio	Djimo Serodio	type: Person; Djimo Serodio; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Agriculture,Biodiversity,Food Forests,Forestry,Water; alumniof: Silvi	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DlayneLeach	Dlayne Leach	type: Person; Dlayne Leach; jobtitle: Other; publicprofilechecked: checked; knowslanguage: English	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DmitriVolosiuc	Dmitri Volosiuc	type: Person; Dmitri Volosiuc; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DmitriiKhaliullin	Dmitrii Khaliullin; I just finished my Masters in Environemntal and resource management and can't wait to contribute to building a better world around.	type: Person; Dmitrii Khaliullin; I just finished my Masters in Environemntal and resource management and can't wait to contribute to building a better world around.; description: I just finished my Masters in Environemntal and resource management and can't wait to contribute to building a better world around.; jobtitle: Researcher; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DmitriyBoshenyatov	Dmitriy Boshenyatov	type: Person; Dmitriy Boshenyatov; jobtitle: Founder; publicprofilechecked: checked; alumniof: CyberBox	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Doaztzn	Doa ztzn; Regenerative hemp production.	type: Person; Doa ztzn; Regenerative hemp production.; description: Regenerative hemp production.; jobtitle: Founder; publicprofilechecked: checked; knowsabout: MRV,Agriculture,Biodiversity; alumniof: Earthist Network; memberof: ReFi Rabbit Hole	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Doka	Doka; Let's regenerative the earth for a betterment of next generation 	type: Person; Doka; Let's regenerative the earth for a betterment of next generation ; description: Let's regenerative the earth for a betterment of next generation ; jobtitle:  Contributor; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DomenicoLeone	Domenico Leone; Law graduate from Italy, interested in all things socio-eco-pol and tech. Don't like to specialize too much in favour of a broader skillset, have helped setup website, organizational structures, create portfolios/business plans, draft docs etc.	type: Person; Domenico Leone; Law graduate from Italy, interested in all things socio-eco-pol and tech. Don't like to specialize too much in favour of a broader skillset, have helped setup website, organizational structures, create portfolios/business plans, draft docs etc.; description: Law graduate from Italy, interested in all things socio-eco-pol and tech. Don't like to specialize too much in favour of a broader skillset, have helped setup website, organizational structures, create portfolios/business plans, draft docs etc.; publicprofilechecked: checked; knowslanguage: English,Italian	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DominicBodenheimer	Dominic Bodenheimer	type: Person; Dominic Bodenheimer; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DorinaDring	Dorina Dring; After having founded an impact startup, I went down a couple of rabbit holes around impact investing & arrived at ReFi. \nStrong understanding of earth systems, remote sensing, transitions of socio-economical systems. 	type: Person; Dorina Dring; After having founded an impact startup, I went down a couple of rabbit holes around impact investing & arrived at ReFi. \nStrong understanding of earth systems, remote sensing, transitions of socio-economical systems. ; description: After having founded an impact startup, I went down a couple of rabbit holes around impact investing & arrived at ReFi. \nStrong understanding of earth systems, remote sensing, transitions of socio-economical systems. ; jobtitle: Researcher; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DougKent	Doug Kent; Engineered dApps for Curve Labs (Kolektivo) and DAOstack.  See:  https://www.douglaskent.com.	type: Person; Doug Kent; Engineered dApps for Curve Labs (Kolektivo) and DAOstack.  See:  https://www.douglaskent.com.; description: Engineered dApps for Curve Labs (Kolektivo) and DAOstack.  See:  https://www.douglaskent.com.; jobtitle:  Contributor,Developer; publicprofilechecked: checked; knowsabout: Food Forests,Biodiversity,DeFi,Regenerative Economics,Ecosystem Regeneration; knowslanguage: English,French	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DougQian	Doug Qian	type: Person; Doug Qian; jobtitle: Founder; publicprofilechecked: checked; alumniof: Spirals Protocol; ispartof: ClimateImpactStakingwithHelenaandDougfromSpiralsProtocol	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DrRonSuarez	DrRon  Suarez; daocommons.net is part of a collaborative platform cooperative ispcoop.org	type: Person; DrRon  Suarez; daocommons.net is part of a collaborative platform cooperative ispcoop.org; description: daocommons.net is part of a collaborative platform cooperative ispcoop.org; jobtitle: Creator; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DrewFlaherty	Drew Flaherty	type: Person; Drew Flaherty; jobtitle: Founder; publicprofilechecked: checked; alumniof: PowerPlay; memberof: ReFi Rabbit Hole, The Lexicon - Ecological Benefits Activator	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Dunkerbeck	Dunkerbeck; TradFi professional 	type: Person; Dunkerbeck; TradFi professional ; description: TradFi professional ; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:DustySwartz	Dusty Swartz; 20-year entrepreneur with experience launching, operating, and guiding the evolution of a portfolio of ventures. The bulk of my career focused on accelerating the development of ideas and solutions that support environmental sustainability. Now it's time to pivot to Regenerative initiatives! \n \nI'm seeking funding resources for a Regenerative Ag and Carbon Sink farming project. I'm in the planning stage to purchase a large property (>500 acres) in Northern California for an Agritourism Eco-village that will center around Bison ranching, forestry, permaculture, and regenerative farming practices. Creating overlapping ecosystems that generate environmental and community benefits. Platforms, partners, connections, and funders to support these initiatives would be greatly appreciated. 	type: Person; Dusty Swartz; 20-year entrepreneur with experience launching, operating, and guiding the evolution of a portfolio of ventures. The bulk of my career focused on accelerating the development of ideas and solutions that support environmental sustainability. Now it's time to pivot to Regenerative initiatives! \n \nI'm seeking funding resources for a Regenerative Ag and Carbon Sink farming project. I'm in the planning stage to purchase a large property (>500 acres) in Northern California for an Agritourism Eco-village that will center around Bison ranching, forestry, permaculture, and regenerative farming practices. Creating overlapping ecosystems that generate environmental and community benefits. Platforms, partners, connections, and funders to support these initiatives would be greatly appreciated. ; description: 20-year entrepreneur with experience launching, operating, and guiding the evolution of a portfolio of ventures. The bulk of my career focused on accelerating the development of ideas and solutions that support environmental sustainability. Now it's time to pivot to Regenerative initiatives! \n \nI'm seeking funding resources for a Regenerative Ag and Carbon Sink farming project. I'm in the planning stage to purchase a large property (>500 acres) in Northern California for an Agritourism Eco-village that will center around Bison ranching, forestry, permaculture, and regenerative farming practices. Creating overlapping ecosystems that generate environmental and community benefits. Platforms, partners, connections, and funders to support these initiatives would be greatly appreciated. ; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EdDua	Ed Dua; @IASeedVentures ,  @TheBatchery ,  @TildenCapital ,  @Nextsport ,  @ReparationGeneration ,  Surrounded by three amazing Woman. I am blessed.	type: Person; Ed Dua; @IASeedVentures ,  @TheBatchery ,  @TildenCapital ,  @Nextsport ,  @ReparationGeneration ,  Surrounded by three amazing Woman. I am blessed.; description: @IASeedVentures ,  @TheBatchery ,  @TildenCapital ,  @Nextsport ,  @ReparationGeneration ,  Surrounded by three amazing Woman. I am blessed.; jobtitle: Investor; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EdWalters	Ed Walters; Investing / building in climate + web3  @allegorylabs  and chair at Climate Collective	type: Person; Ed Walters; Investing / building in climate + web3  @allegorylabs  and chair at Climate Collective; description: Investing / building in climate + web3  @allegorylabs  and chair at Climate Collective; jobtitle: Investor; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Edoardo	Edoardo	type: Person; Edoardo; publicprofilechecked: checked; memberof: ReFi DAO Forum	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EimanSoliman	Eiman Soliman	type: Person; Eiman Soliman; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Agriculture,Energy; alumniof: The Power Company	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:ElioJordanLopes	Elio Jordan Lopes	type: Person; Elio Jordan Lopes; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:ElliotWaxman	Elliot Waxman	type: Person; Elliot Waxman; jobtitle: Founder; publicprofilechecked: checked; alumniof: Awake	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EmiliaSierraGuzman	Emilia Sierra Guzman; I'm a multi-disciplinary professional with a background in architecture, photography, retail design, branding, and graphic design. Over the past few years, I've been focused on social innovation and have worked as an innovation consultant for NGOs, helping them create revenue models. My passion for impact has led me to work with local communities and Extinction Rebellion Barcelona. I also worked at Learning by Helping, a creative laboratory for social and environmental innovation, as a mentor, educator, and program developer. Through this organization, we trained over 20,000 students and created more than 3,000 impact projects in 83 countries. Currently, I'm a Creative Strategist for Commons Stack, a nonprofit organization dedicated to building a regenerative future using tokenomics and commoning practices.\n\nI didnt choose one path to specialize in and focus on. Instead, I see the bigger picture, a wide-angle lens vision of the world and industries outside of the one I am residing in. I have the ability to connect dots others might not see and thats my superpower. 	type: Person; Emilia Sierra Guzman; I'm a multi-disciplinary professional with a background in architecture, photography, retail design, branding, and graphic design. Over the past few years, I've been focused on social innovation and have worked as an innovation consultant for NGOs, helping them create revenue models. My passion for impact has led me to work with local communities and Extinction Rebellion Barcelona. I also worked at Learning by Helping, a creative laboratory for social and environmental innovation, as a mentor, educator, and program developer. Through this organization, we trained over 20,000 students and created more than 3,000 impact projects in 83 countries. Currently, I'm a Creative Strategist for Commons Stack, a nonprofit organization dedicated to building a regenerative future using tokenomics and commoning practices.\n\nI didnt choose one path to specialize in and focus on. Instead, I see the bigger picture, a wide-angle lens vision of the world and industries outside of the one I am residing in. I have the ability to connect dots others might not see and thats my superpower. ; description: I'm a multi-disciplinary professional with a background in architecture, photography, retail design, branding, and graphic design. Over the past few years, I've been focused on social innovation and have worked as an innovation consultant for NGOs, helping them create revenue models. My passion for impact has led me to work with local communities and Extinction Rebellion Barcelona. I also worked at Learning by Helping, a creative laboratory for social and environmental innovation, as a mentor, educator, and program developer. Through this organization, we trained over 20,000 students and created more than 3,000 impact projects in 83 countries. Currently, I'm a Creative Strategist for Commons Stack, a nonprofit organization dedicated to building a regenerative future using tokenomics and commoning practices.\n\nI didnt choose one path to specialize in and focus on. Instead, I see the bigger picture, a wide-angle lens vision of the world and industries outside of the one I am residing in. I have the ability to connect dots others might not see and thats my superpower. ; jobtitle:  Contributor; publicprofilechecked: checked; knowslanguage: English,Spanish	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EmmaNogueira	Emma Nogueira;  en   Launching @GreenPillMexico  Co-Founder @kassiaxyz  Builder @kerneldao  Venture Partner @ 0bs.mx 	type: Person; Emma Nogueira;  en   Launching @GreenPillMexico  Co-Founder @kassiaxyz  Builder @kerneldao  Venture Partner @ 0bs.mx ; description:  en   Launching @GreenPillMexico  Co-Founder @kassiaxyz  Builder @kerneldao  Venture Partner @ 0bs.mx ; jobtitle: Founder,Creator, Contributor; publicprofilechecked: checked; knowsabout: Regenerative Economics; knowslanguage: English,Spanish	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EmmaSokoloff	Emma Sokoloff; Partner at Shine Capital	type: Person; Emma Sokoloff; Partner at Shine Capital; description: Partner at Shine Capital; jobtitle: Investor; publicprofilechecked: checked	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EnesTrk	Enes Trk; web3 all-rounder #rddl #rebioca #celo	type: Person; Enes Trk; web3 all-rounder #rddl #rebioca #celo; description: web3 all-rounder #rddl #rebioca #celo; jobtitle: Founder; publicprofilechecked: checked; knowsabout: Agriculture,Animals,Water; alumniof: Rebioca	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:EricMack	Eric Mack	type: Person; Eric Mack; jobtitle: Founder; publicprofilechecked: checked; alumniof: JournoDAO	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
https://refidao.com/urn:profile:Erik	Erik	type: Person; Erik; jobtitle: Founder; publicprofilechecked: checked; alumniof: Carbon Path	did:dkg:otp/0x5cac41237127f94c2d21dae0b14bfefa99880630/4162148
